"","alpha_1","beta_w1_1","beta_w2_1","beta_ta1_1","beta_ta2_1","beta_Ec1_1","beta_Ec2_1","beta_wta_1","beta_wEc_1","beta_taEc_1","alpha_2","beta_w1_2","beta_w2_2","beta_ta1_2","beta_ta2_2","beta_Ec1_2","beta_Ec2_2","beta_wta_2","beta_wEc_2","beta_taEc_2","alpha_3","beta_w1_3","beta_w2_3","beta_ta1_3","beta_ta2_3","beta_Ec1_3","beta_Ec2_3","beta_wta_3","beta_wEc_3","beta_taEc_3","alpha_4","beta_w1_4","beta_w2_4","beta_ta1_4","beta_ta2_4","beta_Ec1_4","beta_Ec2_4","beta_wta_4","beta_wEc_4","beta_taEc_4","sigma_1","sigma_2","sigma_3","sigma_4","asc_2","x_female_2","x_mayor45_2","x_underage_in_household_2","x_only_worker_2","x_university_2","x_metropolitana_2","asc_3","x_female_3","x_mayor45_3","x_underage_in_household_3","x_only_worker_3","x_university_3","x_metropolitana_3","asc_4","x_female_4","x_mayor45_4","x_underage_in_household_4","x_only_worker_4","x_university_4","x_metropolitana_4"
"alpha_1",-10.9139364212751,7.27595761418343,-520.230969414115,43.6557456851006,-3903.55126000941,130.967237055302,-93910.7849262655,65.4836185276508,-3023.16038869321,-4336.47073805332,-3.63797880709171,-3.63797880709171,-47.2937244921923,32.7418092638254,-549.334799870849,-40.0177668780088,-3106.83390125632,-21.8278728425503,-232.83064365387,-1131.41140900552,-3.63797880709171,3.63797880709171,109.139364212751,7.27595761418343,109.139364212751,18.1898940354586,-12041.7098514736,0,367.435859516263,1044.09991763532,0,0,-14.5519152283669,3.63797880709171,-327.418092638254,58.2076609134674,-7570.63389755785,0,-160.071067512035,-953.150447458029,-3.63797880709171,0,0,0,14.5519152283669,7.27595761418343,7.27595761418343,7.27595761418343,3.63797880709171,-3.63797880709171,0,0,0,0,0,0,0,0,0,0,-3.63797880709171,0,-3.63797880709171,0,-3.63797880709171
"beta_w1_1",7.27595761418343,-523.868948221207,-37904.1011910886,65.4836185276508,2728.48410531878,-3026.79836750031,-767602.61435993,1837.17929758132,-94263.6688705534,-23897.8827837855,-3.63797880709171,-47.2937244921923,-1131.41140900552,-25.465851649642,-1415.17375595868,-229.192664846778,-75884.599937126,1156.87726065516,-7032.21303410828,5929.90545555949,3.63797880709171,112.777343019843,9582.43617787957,0,-1262.37864606082,356.521923094988,717544.025974348,2077.28589884937,77463.4827394038,23497.7051150054,3.63797880709171,-14.5519152283669,29.1038304567337,0,844.011083245277,-160.071067512035,16887.4976225197,69.1215973347425,796.717358753085,2848.53740595281,18.1898940354586,0,-3.63797880709171,3.63797880709171,-47.2937244921923,-29.1038304567337,-25.465851649642,-32.7418092638254,-21.8278728425503,-14.5519152283669,-7.27595761418343,-7.27595761418343,0,-3.63797880709171,-3.63797880709171,-3.63797880709171,-3.63797880709171,-3.63797880709171,0,0,0,0,0,-3.63797880709171,-3.63797880709171
"beta_w2_1",-520.230969414115,-37904.1011910886,-4043347.87162952,1840.81727638841,-138847.099151462,-94256.3929129392,-43322510.4643498,216477.928915992,-7197711.9660005,-816009.560367092,-47.2937244921923,-1127.77343019843,-29569.4917440414,1160.51523946226,-25571.3530350477,-7028.57505530119,-2122087.6078587,17946.1494553834,-187734.258361161,54809.7887076437,112.777343019843,9582.43617787957,597188.773099333,2080.92387765646,17349.5209310204,77005.0974097103,48494912.3347178,114159.774966538,5146150.21529607,1182499.54539351,-10.9139364212751,29.1038304567337,-763.97554948926,72.7595761418343,-4063.62232752144,800.355337560177,-189545.971807092,240.106601268053,-6053.59673500061,-16287.2311193496,90.9494701772928,-18.1898940354586,-98.2254277914762,-7.27595761418343,-87.3114913702011,18.1898940354586,10.9139364212751,-83.6735125631094,-40.0177668780088,-138.243194669485,-3.63797880709171,-43.6557456851006,-7.27595761418343,-7.27595761418343,-47.2937244921923,-21.8278728425503,-47.2937244921923,-14.5519152283669,-65.4836185276508,-21.8278728425503,-69.1215973347425,0,-40.0177668780088,-18.1898940354586,-7.27595761418343
"beta_ta1_1",43.6557456851006,65.4836185276508,1840.81727638841,-3899.91328120232,79457.0951256901,-4336.47073805332,-420775.904785842,2728.48410531878,-23908.7967202067,124295.183923095,32.7418092638254,-21.8278728425503,1160.51523946226,-549.334799870849,32170.646591112,-1127.77343019843,90411.0493138433,-1411.53577715158,5929.90545555949,15956.1750479043,10.9139364212751,3.63797880709171,2080.92387765646,112.777343019843,1673.47025126219,1044.09991763532,233347.236644477,-1262.37864606082,23595.9305427969,-26248.0170931667,3.63797880709171,0,72.7595761418343,-323.780113831162,3772.58402295411,-945.874489843845,161679.05414477,844.011083245277,2855.81336356699,20885.6363315135,-29.1038304567337,21.8278728425503,36.3797880709171,-7.27595761418343,-54.5696821063757,-76.397554948926,-36.3797880709171,-40.0177668780088,-29.1038304567337,0,0,203.726813197136,112.777343019843,127.32925824821,123.691279441118,83.6735125631094,32.7418092638254,29.1038304567337,25.465851649642,18.1898940354586,21.8278728425503,0,14.5519152283669,0,3.63797880709171
"beta_ta2_1",-3903.55126000941,2728.48410531878,-138847.099151462,79457.0951256901,-4750952.93950289,124273.356050253,-31127005.0588064,27866.9176623225,-883133.907336742,-5594843.96944754,-549.334799870849,-1415.17375595868,-25574.9910138547,32170.646591112,-800395.355327055,15948.8990902901,-3506575.01257956,-9178.62053029239,-101059.413282201,-1306343.61994453,109.139364212751,-1262.37864606082,17382.2627402842,1669.8322724551,89410.605141893,-26273.4829448164,1464701.19943842,55948.4760742635,27863.2796835154,1282911.39844805,-327.418092638254,844.011083245277,-4067.26030632854,3772.58402295411,-259857.188211754,20900.1882467419,-3328626.91720948,-7312.33740225434,-49374.6483698487,-826999.894343317,-920.408638194203,112.777343019843,40.0177668780088,-3.63797880709171,3812.60178983212,2630.25867752731,1866.28312803805,2295.56462727487,1320.58630697429,163.709046319127,207.364792004228,-647.560227662325,-909.494701772928,-633.008312433958,-523.868948221207,-345.607986673713,76.397554948926,-116.415321826935,-1229.636836797,-873.114913702011,-1335.13822220266,0,-938.598532229662,-76.397554948926,-58.2076609134674
"beta_Ec1_1",130.967237055302,-3026.79836750031,-94256.3929129392,-4336.47073805332,124273.356050253,-94132.7016334981,1062555.3841237,-23894.2448049784,-768606.696510687,-419135.176343843,-40.0177668780088,-229.192664846778,-7028.57505530119,-1127.77343019843,15952.5370690972,-3117.7478376776,-1290434.73862112,5929.90545555949,-75997.3772801459,90265.5301615596,21.8278728425503,360.15990190208,77052.3911342025,1044.09991763532,-26273.4829448164,-12805.6854009628,9654770.11050098,23483.153199777,680109.224049374,220701.622311026,58.2076609134674,-160.071067512035,796.717358753085,-949.512468650937,20896.5502679348,-7563.35793994367,913598.341867328,2852.1753847599,16723.7885762006,161871.867021546,192.812876775861,10.9139364212751,101.863406598568,32.7418092638254,-771.251507103443,-469.299266114831,-447.471393272281,-432.919478043914,-258.296495303512,-160.071067512035,-90.9494701772928,218.278728425503,87.3114913702011,127.32925824821,170.985003933311,192.812876775861,65.4836185276508,7.27595761418343,-58.2076609134674,0,-43.6557456851006,0,10.9139364212751,-25.465851649642,-14.5519152283669
"beta_Ec2_1",-93910.7849262655,-767602.61435993,-43322510.4643498,-420775.904785842,-31127005.0588064,1062555.3841237,-12992932082.8523,-12047265.045112,-417397503.042594,-269638683.676021,-3172.31751978397,-77106.9608163089,-2146305.63277751,89719.8333404958,-3512468.53824705,-1316333.5097488,-39723796.362523,794563.675299287,-21333053.1551037,8091374.18400496,-12914.8247651756,658252.247376367,44453747.2503725,212421.582546085,1067088.30571733,9150291.58932157,3528054527.12346,10840507.4570328,401583871.280309,153017590.4918,-7403.28687243164,18004.3571162969,-163676.304509863,161868.229042739,-3333068.88933294,805343.0065047,-38195634.2607737,-468884.536530823,-2646309.4400242,-35592685.8901512,-10724.7615233064,-4201.86552219093,29987.859306857,-2797.60570265353,26739.1442321241,22297.1721086651,41411.112761125,4569.30138170719,14053.5121317953,-24178.0071519315,1480.65737448633,21474.9888982624,-2775.77782981098,3023.16038869321,26360.7944361866,14148.0995807797,16530.9756994247,10266.3761936128,771.251507103443,5311.4490583539,1848.09323400259,0,-3270.54294757545,-8792.99477674067,4409.23031419516
"beta_wta_1",65.4836185276508,1837.17929758132,216477.928915992,2728.48410531878,27866.9176623225,-23894.2448049784,-12047265.045112,-138847.099151462,-816544.343251735,-882992.026163265,-21.8278728425503,1160.51523946226,17938.8734977692,-1415.17375595868,-9204.08638194203,5929.90545555949,795698.724687099,-25571.3530350477,54769.7709407657,-101132.172858343,3.63797880709171,2080.92387765646,114243.448479101,-1262.37864606082,55952.1140530705,23479.5152209699,12134863.936808,17374.98678267,1188000.16934983,27070.2003035694,3.63797880709171,69.1215973347425,240.106601268053,847.649062052369,-7305.06144464016,2852.1753847599,-475873.093819246,-4067.26030632854,-16290.8690981567,-49334.6306029707,36.3797880709171,-112.777343019843,-105.50138540566,36.3797880709171,214.640749618411,170.985003933311,203.726813197136,123.691279441118,101.863406598568,65.4836185276508,32.7418092638254,-422.005541622639,-258.296495303512,-265.572452917695,-229.192664846778,-123.691279441118,-7.27595761418343,-54.5696821063757,-105.50138540566,-61.8456397205591,-87.3114913702011,0,-58.2076609134674,-10.9139364212751,-7.27595761418343
"beta_wEc_1",-3023.16038869321,-94263.6688705534,-7197711.9660005,-23908.7967202067,-883133.907336742,-768606.696510687,-417397503.042594,-816544.343251735,-43275060.3067689,-11949246.9821125,-229.192664846778,-7032.21303410828,-187861.587619409,5929.90545555949,-101113.982964307,-76070.1368562877,-20965537.2600537,54813.4266864508,-2121218.13092381,795509.549789131,360.15990190208,76848.6643210053,5109333.86976831,23388.5657507926,23461.3253269345,673873.728374019,437350878.200959,1175139.91426677,45879904.0643498,11480693.5016531,-160.071067512035,800.355337560177,-5973.56120124459,2855.81336356699,-49345.544539392,16756.5303854644,-2455679.35053259,-16250.8513312787,-191143.044503406,-477233.697893098,-280.124368146062,-163.709046319127,316.504156216979,-134.605215862393,600.266503170133,924.046617001295,1102.30757854879,331.056071445346,54.5696821063757,-1058.65183286369,50.931703299284,243.744580075145,116.415321826935,138.243194669485,356.521923094988,352.883944287896,189.174897968769,112.777343019843,-192.812876775861,-138.243194669485,-203.726813197136,0,-141.881173476577,-109.139364212751,14.5519152283669
"beta_taEc_1",-4336.47073805332,-23897.8827837855,-816009.560367092,124295.183923095,-5594843.96944754,-419135.176343843,-269638683.676021,-882992.026163265,-11949246.9821125,-31098796.1711362,-1127.77343019843,5926.2674767524,54758.8570043445,15948.8990902901,-1306234.48058031,90163.666754961,8153852.83203796,-101055.775303394,794814.695836976,-3508961.52667701,1047.73789644241,23446.7734117061,1179298.12404327,-26284.3968812376,1282525.7726945,220177.753362805,167161975.696217,25116.6056841612,11572337.8257826,1313677.78521962,-949.512468650937,2852.1753847599,-16272.6792041212,20907.4642043561,-827421.899884939,161937.350640073,-36105779.1451458,-49378.2863486558,-477739.376947284,-3341916.45379178,1255.10268844664,-1877.19706445932,-1593.43471750617,505.679054185748,5835.31800657511,4994.94490213692,5020.41075378656,2150.0454749912,2011.80228032172,-120.053300634027,622.094376012683,-3259.62901115417,-2630.25867752731,-3357.85443894565,-138.243194669485,-1036.82396002114,978.616299107671,-480.213202536106,-7159.54229235649,-3157.76560455561,-6821.21026329696,0,-4125.467967242,-1040.46193882823,-592.990545555949
"alpha_2",-3.63797880709171,-3.63797880709171,-47.2937244921923,32.7418092638254,-549.334799870849,-40.0177668780088,-3172.31751978397,-21.8278728425503,-229.192664846778,-1127.77343019843,-14.5519152283669,0,-1564.33088704944,32.7418092638254,-4572.93936051428,156.433088704944,-80843.165051192,327.418092638254,-3827.15370506048,-3747.11817130446,-3.63797880709171,-3.63797880709171,-43.6557456851006,-36.3797880709171,-323.780113831162,-174.622982740402,-3874.44742955267,76.397554948926,-516.592990607023,753.061613067985,0,-3.63797880709171,-3.63797880709171,3.63797880709171,-25.465851649642,-21.8278728425503,5202.30969414115,-10.9139364212751,-90.9494701772928,-261.934474110603,0,7.27595761418343,0,0,29.1038304567337,18.1898940354586,10.9139364212751,10.9139364212751,3.63797880709171,0,3.63797880709171,-14.5519152283669,-10.9139364212751,-3.63797880709171,-7.27595761418343,-3.63797880709171,0,-3.63797880709171,-3.63797880709171,-3.63797880709171,-3.63797880709171,0,-3.63797880709171,0,-3.63797880709171
"beta_w1_2",-3.63797880709171,-47.2937244921923,-1127.77343019843,-21.8278728425503,-1415.17375595868,-229.192664846778,-77106.9608163089,1160.51523946226,-7032.21303410828,5926.2674767524,0,-1560.69290824234,-208303.390536457,327.418092638254,-5053.15256305039,-3823.51572625339,-507134.245708585,41163.7302022427,-226322.299567983,42593.4558734298,-3.63797880709171,-40.0177668780088,-32.7418092638254,80.0355337560177,283.762346953154,-516.592990607023,-80643.076216802,-349.245965480804,-6868.50398778915,3710.73838323355,0,-3.63797880709171,-29.1038304567337,-7.27595761418343,-112.777343019843,-90.9494701772928,55049.8953089118,69.1215973347425,-2408.34197029471,807.63129517436,-3.63797880709171,-10.9139364212751,-7.27595761418343,0,-94.5874489843845,-61.8456397205591,-29.1038304567337,-50.931703299284,-21.8278728425503,-14.5519152283669,-10.9139364212751,47.2937244921923,32.7418092638254,14.5519152283669,21.8278728425503,10.9139364212751,10.9139364212751,3.63797880709171,7.27595761418343,3.63797880709171,3.63797880709171,0,0,0,0
"beta_w2_2",-47.2937244921923,-1131.41140900552,-29569.4917440414,1160.51523946226,-25574.9910138547,-7028.57505530119,-2146305.63277751,17938.8734977692,-187861.587619409,54758.8570043445,-1564.33088704944,-208303.390536457,-33573687.687749,41163.7302022427,-1261956.6405192,-226315.023610368,-53444724.471774,6015223.33454341,-31791492.8018581,6231850.42059049,-40.0177668780088,-32.7418092638254,22413.587430492,-352.883944287896,-6843.03813613951,-6843.03813613951,484498.74157086,-6144.5462051779,65410.858951509,55759.3011762947,-3.63797880709171,-32.7418092638254,-422.005541622639,69.1215973347425,-1437.00162880123,-2415.6179279089,1337597.49587625,-87.3114913702011,-51688.4028911591,5315.08703716099,-65.4836185276508,116.415321826935,-254.65851649642,0,349.245965480804,211.002770811319,141.881173476577,178.260961547494,112.777343019843,21.8278728425503,36.3797880709171,-189.174897968769,-127.32925824821,-18.1898940354586,-120.053300634027,-25.465851649642,-21.8278728425503,-50.931703299284,-94.5874489843845,-65.4836185276508,-94.5874489843845,0,-65.4836185276508,-43.6557456851006,-14.5519152283669
"beta_ta1_2",32.7418092638254,-25.465851649642,1160.51523946226,-549.334799870849,32170.646591112,-1127.77343019843,89719.8333404958,-1415.17375595868,5929.90545555949,15948.8990902901,32.7418092638254,327.418092638254,41163.7302022427,-4569.30138170719,53692.9292138666,-3743.48019249737,-77856.3844505697,-5053.15256305039,42597.0938522369,107447.704067454,-32.7418092638254,80.0355337560177,-352.883944287896,-327.418092638254,-14777.4699144065,753.061613067985,62376.7846263945,280.124368146062,3725.29029846191,-18728.3148989081,3.63797880709171,-10.9139364212751,69.1215973347425,-21.8278728425503,3612.51295544207,-258.296495303512,1266.01662486792,-112.777343019843,803.993316367269,953.150447458029,-21.8278728425503,10.9139364212751,29.1038304567337,-3.63797880709171,-21.8278728425503,-72.7595761418343,-29.1038304567337,-18.1898940354586,-25.465851649642,-7.27595761418343,-14.5519152283669,65.4836185276508,50.931703299284,14.5519152283669,58.2076609134674,32.7418092638254,25.465851649642,18.1898940354586,3.63797880709171,14.5519152283669,7.27595761418343,0,3.63797880709171,-7.27595761418343,0
"beta_ta2_2",-549.334799870849,-1415.17375595868,-25571.3530350477,32170.646591112,-800395.355327055,15952.5370690972,-3512468.53824705,-9204.08638194203,-101113.982964307,-1306234.48058031,-4572.93936051428,-5053.15256305039,-1261956.6405192,53692.9292138666,-4692723.45071658,107440.42810984,-25172281.3118249,265827.111434191,-1908771.08252607,-3910838.13156001,-323.780113831162,280.124368146062,-6843.03813613951,-14777.4699144065,-169253.326021135,-18717.4009624869,-121115.590445697,55904.8203285784,-217674.823943526,1092721.5043921,-25.465851649642,-112.777343019843,-1437.00162880123,3616.15093424916,-49782.101996243,964.064383879304,391566.572943702,-7094.05867382884,-6220.94376012683,-211366.568692029,-25.465851649642,1251.46470963955,-145.519152283669,105.50138540566,4121.82998843491,2964.95272777975,2717.57016889751,1276.93056128919,964.064383879304,7.27595761418343,341.970007866621,-934.96055342257,-1116.85949377716,-563.886715099216,-538.420863449574,14.5519152283669,32.7418092638254,7.27595761418343,-1233.27481560409,-807.63129517436,-1029.54800240695,0,-480.213202536106,-192.812876775861,-32.7418092638254
"beta_Ec1_2",-40.0177668780088,-229.192664846778,-7028.57505530119,-1127.77343019843,15948.8990902901,-3117.7478376776,-1316333.5097488,5929.90545555949,-76070.1368562877,90163.666754961,156.433088704944,-3823.51572625339,-226315.023610368,-3743.48019249737,107440.42810984,-80832.2511147708,13994744.2221455,42597.0938522369,-501699.10537079,-78936.864156276,-174.622982740402,-516.592990607023,-6843.03813613951,753.061613067985,-18717.4009624869,-3547.02933691442,-1064316.16586633,3718.01434084773,-73247.0653019845,63344.4869890809,-21.8278728425503,-90.9494701772928,-2415.6179279089,-258.296495303512,960.426405072212,5049.5145842433,-3795408.7019898,803.993316367269,51080.8604303747,1720.76397575438,-54.5696821063757,-229.192664846778,69.1215973347425,-7.27595761418343,-1466.10545925796,-902.218744158745,-698.491930961609,-542.058842256665,-603.904481977224,-483.851181343198,-211.002770811319,727.595761418343,381.98777474463,221.916707232594,312.866177409887,272.848410531878,283.762346953154,87.3114913702011,232.83064365387,145.519152283669,229.192664846778,0,130.967237055302,54.5696821063757,14.5519152283669
"beta_Ec2_2",-3106.83390125632,-75884.599937126,-2122087.6078587,90411.0493138433,-3506575.01257956,-1290434.73862112,-39723796.362523,795698.724687099,-20965537.2600537,8153852.83203796,-80843.165051192,-507134.245708585,-53444724.471774,-77856.3844505697,-25172281.3118249,13994744.2221455,-16704319576.0925,10987059.7952977,-191476214.240538,65664517.0238335,-3525.20146407187,-73508.9997760952,709726.009517908,63133.4842182696,-69445.3774485737,-936626.747716218,324339187.5003,234544.13167201,11875708.878506,10621100.9551771,4816.68394058943,51986.7171533406,1304983.01587068,2451.99771597981,354018.993675709,-3478606.23151064,2077238754.28201,-759933.755034581,-55213069.5723463,-1493099.26200658,-8116.33071862161,18022.5470103323,-17138.5181602091,-2455.63569478691,33491.2328980863,35677.6581611484,76306.6054787487,-18706.4870260656,43601.1760029942,-59793.8196733594,-14038.9602165669,26419.0020971,4791.21808893979,3547.02933691442,16425.4743140191,15745.1722770929,45078.1953986734,7676.13528296351,-53718.3950655162,-25618.6467595398,-53838.4483661503,0,-41745.8068113774,-23392.2037295997,-3288.73284161091
"beta_wta_2",-21.8278728425503,1156.87726065516,17946.1494553834,-1411.53577715158,-9178.62053029239,5929.90545555949,794563.675299287,-25571.3530350477,54813.4266864508,-101055.775303394,327.418092638254,41163.7302022427,6015223.33454341,-5053.15256305039,265827.111434191,42597.0938522369,10987059.7952977,-1261956.6405192,6232105.07910699,-1908592.82156453,80.0355337560177,-349.245965480804,-6137.27024756372,280.124368146062,55919.3722438067,3718.01434084773,221130.903810263,-6832.12419971824,56079.4433113188,-217518.390854821,-10.9139364212751,69.1215973347425,-83.6735125631094,-109.139364212751,-7090.42069502175,807.63129517436,-772619.38713491,-1437.00162880123,5191.39575771987,-6253.68556939065,134.605215862393,-43.6557456851006,40.0177668780088,21.8278728425503,200.088834390044,432.919478043914,83.6735125631094,203.726813197136,69.1215973347425,-98.2254277914762,29.1038304567337,-29.1038304567337,-69.1215973347425,21.8278728425503,-54.5696821063757,21.8278728425503,65.4836185276508,14.5519152283669,18.1898940354586,-21.8278728425503,-3.63797880709171,0,10.9139364212751,36.3797880709171,3.63797880709171
"beta_wEc_2",-232.83064365387,-7032.21303410828,-187734.258361161,5929.90545555949,-101059.413282201,-75997.3772801459,-21333053.1551037,54769.7709407657,-2121218.13092381,794814.695836976,-3827.15370506048,-226322.299567983,-31791492.8018581,42597.0938522369,-1908771.08252607,-501699.10537079,-191476214.240538,6232105.07910699,-53318519.3489771,10920724.8897292,-516.592990607023,-6850.3140937537,66407.6651446521,3718.01434084773,-217540.218727663,-72850.5256120116,8623901.52178705,55937.5621378422,738607.923267409,239888.322539628,-94.5874489843845,-2411.97994910181,-51433.7443746626,803.993316367269,-6129.99428994954,51142.7060700953,-58152178.0986805,5100.44628754258,1248921.76245339,-737800.291972235,-458.385329693556,287.400325760245,-1851.73121280968,29.1038304567337,-807.63129517436,156.433088704944,-211.002770811319,-105.50138540566,-814.907252788544,-3852.61955671012,-531.14490583539,-378.349795937538,-454.747350886464,101.863406598568,-221.916707232594,345.607986673713,1215.08492156863,-72.7595761418343,356.521923094988,374.711817130446,305.590219795704,0,603.904481977224,942.236511036754,-3.63797880709171
"beta_taEc_2",-1131.41140900552,5929.90545555949,54809.7887076437,15956.1750479043,-1306343.61994453,90265.5301615596,8091374.18400496,-101132.172858343,795509.549789131,-3508961.52667701,-3747.11817130446,42593.4558734298,6231850.42059049,107447.704067454,-3910838.13156001,-78936.864156276,65664517.0238335,-1908592.82156453,10920724.8897292,-25150660.8037744,756.699591875076,3721.65231965482,55937.5621378422,-18721.038941294,1093412.72036545,63599.1455055773,10179490.345763,-217587.512452155,242700.480157509,-76361.1751608551,-258.296495303512,807.63129517436,5387.84661330283,964.064383879304,-211592.123378068,1778.97163666785,-626245.309831575,-6344.63503956795,-739448.296371847,367868.778994307,1120.49747258425,1426.08769237995,509.31703299284,552.97277867794,3430.61401508749,6304.61727268994,5093.1703299284,1269.65460367501,2462.91165240109,-2721.2081477046,-665.750121697783,5078.61841470003,1480.65737448633,1415.17375595868,1549.77897182107,2746.67399935424,2764.8638933897,1229.636836797,-2954.03879135847,-2833.98549072444,-2968.59070658684,0,-1786.24759428203,-305.590219795704,-163.709046319127
